견종,세부견종,색상,출생연도,나이,체중,썸네일,입양여부,성별,중성화 여부,특징,보호장소,final_견종,final_나이,final_체중,final_성별,final_중성화 여부,final_입양여부
말티즈,말티즈,White,2020.01,2.3,4.2,http://www.animal.go.kr/files/shelter/2022/04/202204201504461.jpg,Y,M,Y,양이,광주광역시 북구,1,2,4,0,0,Y
믹스,믹스,"Brown, White",2021.01,1.0,1.65,http://www.animal.go.kr/files/shelter/2022/01/202201121001535.jpg,Y,M,N,"너무 귀여움, 온순한 성격, 실물파",경상북도 경주시,0,1,2,0,1,Y
스피츠,스피츠,White,2021.01,0.2,0.5,http://www.animal.go.kr/files/shelter/2021/03/202103302103672.jpg,Y,M,N,작고순하며이쁘게생겼음,전라북도 익산시,1,0,0,0,1,Y
웰시코기펨브로크,웰시코기펨브로크,"Brown, White",2018.01,5.7,8.5,http://www.animal.go.kr/files/shelter/2023/07/202309181609784.jpg,Y,F,U,,충청남도 아산시,1,5,8,1,2,Y
믹스,믹스,Beige,2022.01,0.6,8.0,http://www.animal.go.kr/files/shelter/2022/08/202208151808779.jpg,Y,F,N,귀엽고 순함,경기도 평택시,0,0,8,1,1,Y
푸들,푸들,Brown,2021.01,0.6,6.0,http://www.animal.go.kr/files/shelter/2021/08/202108261008886.jpg,Y,M,Y,"내장칩, 분양불가",제주특별자치도 제주시,1,0,6,0,0,Y
믹스,믹스,"Black, White",2023.01,0.7,2.3,http://www.animal.go.kr/files/shelter/2023/07/202309041309235.jpg,Y,F,U,조금 소심하고 피부병이 있음,경상북도 경주시,0,0,2,1,2,Y
믹스,믹스,"Black, Brown",2020.01,2.2,6.0,http://www.animal.go.kr/files/shelter/2022/03/202203041003952.jpg,Y,F,U,"검, 갈색, 겁이많음",강원도 춘천시,0,2,6,1,2,Y
믹스,믹스,Ivory,2022.01,0.5,1.6,http://www.animal.go.kr/files/shelter/2022/07/202207141407885.jpg,Y,M,N,온순함,경상북도 영주시,0,0,2,0,1,Y
믹스,믹스,White,2019.01,2.6,4.7,http://www.animal.go.kr/files/shelter/2021/08/202108051708997.jpg,Y,M,N,"심장사상충 양성, 미용흔적있음",충청북도 제천시,0,2,5,0,1,Y
코카스파니엘,코카스파니엘,Ivory,2021.01,0.4,10.0,http://www.animal.go.kr/files/shelter/2021/05/202106041706179.jpg,Y,F,N,순함,충청남도 천안시,1,0,10,1,1,Y
믹스,믹스,Brown,2018.01,3.2,5.0,http://www.animal.go.kr/files/shelter/2021/03/202103171703595.jpg,Y,M,N,,대구광역시 동구,0,3,5,0,1,Y
믹스,믹스,"Brown, White",2023.01,0.2,6.6,http://www.animal.go.kr/files/shelter/2023/03/202303131603690.jpg,Y,F,N,,경기도 수원시,0,0,7,1,1,Y
휘펫,휘펫,"Black, Brown, White",2017.01,4.8,10.0,http://www.animal.go.kr/files/shelter/2021/10/202110201710391.jpg,Y,F,U,"남색하네스, 칩있음",경기도 안산시,1,4,10,1,2,Y
도사,도사,"Black, Brown",2022.01,1.1,20.0,http://www.animal.go.kr/files/shelter/2023/01/202301270901660.jpg,Y,M,U,도사믹스,대전광역시 유성구,1,1,20,0,2,Y
믹스,믹스,"Black, Brown",2020.01,3.2,4.5,http://www.animal.go.kr/files/shelter/2023/03/202303131203399.jpg,Y,M,N,가슴줄 착용,강원도 원주시,0,3,4,0,1,Y
믹스,믹스,Beige,2020.01,2.4,3.0,http://www.animal.go.kr/files/shelter/2022/04/202205241105521.jpg,Y,M,N,"포메라니안믹스로, 온순하고 사람을 잘따름, 샴푸향이 남",부산광역시 강서구,0,2,3,0,1,Y
믹스,믹스,"Brown, White",2020.01,2.1,3.0,http://www.animal.go.kr/files/shelter/2022/02/202202151902499.jpg,Y,F,N,믹스 갈색흰색 암컷,전라남도 광양시,0,2,3,1,1,Y
믹스,믹스,"Brown, White",2020.01,2.4,8.9,http://www.animal.go.kr/files/shelter/2022/04/202205201505836.jpg,Y,F,U,"양귀반접힘, 귀뒤로 잘넘김, 유선발달, 유즙분비, 겁, 천천히다가가면사람따름, 새끼함께옴, 드기오염",경기도 양주시,0,2,9,1,2,Y
