견종,세부견종,색상,출생연도,나이,체중,썸네일,입양여부,성별,중성화 여부,특징,보호장소,final_견종,final_나이,final_체중,final_성별,final_중성화 여부,final_입양여부
푸들,푸들,White,2021.01,0.5,3.5,http://www.animal.go.kr/files/shelter/2021/07/202107182007120.jpg,Y,F,U,"건물옥상에 들어와 오랜기간 생활, 굶주림, 진한아이보리목줄착용",전라남도 무안군,1,0,4,1,2,Y
비숑프리제,비숑프리제,White,2018.01,3.4,4.5,http://www.animal.go.kr/files/shelter/2021/06/202106091606244.jpg,Y,F,U,"순하고얌전함, 털관리안됨, 사상충음성",충청북도 충주시,1,3,4,1,2,Y
믹스,믹스,"Beige, White",2020.01,2.2,7.0,http://www.animal.go.kr/files/shelter/2022/03/202203281703862.jpg,Y,F,N,온순함,경기도 여주시,0,2,7,1,1,Y
보스턴테리어,보스턴테리어,"Black, White",2017.01,4.4,0.5,http://www.animal.go.kr/files/shelter/2021/06/202106062306395.jpg,Y,M,Y,양쪽눈 충혈됨,인천광역시 계양구,1,4,0,0,0,Y
푸들,푸들,Brown,2020.01,2.5,3.0,http://www.animal.go.kr/files/shelter/2022/04/202206231106282.jpg,Y,M,N,"입양숙려 기간 진행 중, 빨간색 목줄 착용",경상남도 통영시,1,2,3,0,1,Y
믹스,믹스,"Black, White",2022.01,0.4,16.5,http://www.animal.go.kr/files/shelter/2022/04/202205301205905.jpg,Y,M,Y,"목줄, 고정 카리비너 등 리드줄 달린채로 탈출",강원도 강릉시,0,0,16,0,0,Y
믹스,믹스,White,2018.01,3.0,15.0,http://www.animal.go.kr/files/shelter/2020/11/202101081201162.jpg,Y,F,N,"사람에 대한 경계가 심하며, 모성애가 매우 강하다",전라남도 영암군,0,3,15,1,1,Y
믹스,믹스,"Brown, White",2020.01,1.5,3.5,http://www.animal.go.kr/files/shelter/2021/07/20210706110704.jpg,Y,F,U,"새침한 표정, 눈 주변에 노란색 위장크림 바르고 있음, 사람 좋아하고 순함",경상북도 예천군,0,1,4,1,2,Y
보더콜리,보더콜리,"Black, White",2020.01,1.1,10.0,http://www.animal.go.kr/files/shelter/2021/01/202102081302332.jpg,Y,F,N,"강아지, 순함, 쥐본드에 붙 채로 수풀 속에서 구조",충청남도 천안시,1,1,10,1,1,Y
믹스,믹스,White,2020.01,1.0,2.0,http://www.animal.go.kr/files/shelter/2021/01/202101141301346.jpg,Y,F,N,2020-00419의자견,강원도 속초시,0,1,2,1,1,Y
믹스,믹스,"Black, Brown",2023.01,0.2,5.5,http://www.animal.go.kr/files/shelter/2023/03/20230329090358.jpg,Y,M,N,,제주특별자치도 제주시,0,0,6,0,1,Y
믹스,믹스,Beige,2020.01,1.7,20.0,http://www.animal.go.kr/files/shelter/2021/09/202109120809709.jpg,Y,M,N,"칩X, 인식표X, 8월부터 지금까지 3번째 입소, 이름:웅이, 사람 좋아함, 친구들 좋아함",경상남도 창원시,0,1,20,0,1,Y
