견종,세부견종,색상,출생연도,나이,체중,썸네일,입양여부,성별,중성화 여부,특징,보호장소,final_견종,final_나이,final_체중,final_성별,final_중성화 여부,final_입양여부
치와와,치와와,"Black, White",2014.01,8.3,4.0,http://www.animal.go.kr/files/shelter/2022/03/202204031504103.jpg,Y,F,U,"검, 흰색, 온순",강원도 춘천시,1,8,4,1,2,Y
푸들,푸들,Brown,2018.01,5.3,4.5,http://www.animal.go.kr/files/shelter/2023/04/202304081004435.jpg,Y,F,U,온순하나 겁이많음,경상북도 구미시,1,5,4,1,2,Y
말티즈,말티즈,White,2020.01,2.0,2.5,http://www.animal.go.kr/files/shelter/2021/12/202201021501997.jpg,Y,F,N,"발톱, 발바닥 털이 심하게 긴상태",전라북도 전주시,1,2,2,1,1,Y
푸들,푸들,Brown,2016.01,6.1,7.0,http://www.animal.go.kr/files/shelter/2022/01/202202111402893.jpg,Y,M,Y,"비만, 콧물, 전체미용, 털이 듬성듬성 빠져있음",경기도 안산시,1,6,7,0,0,Y
믹스,믹스,White,2021.01,0.4,2.5,http://www.animal.go.kr/files/shelter/2021/05/20210527170516.jpg,Y,F,N,"두 마리 함께 발견, 공격적인 성향",충청남도 청양군,0,0,2,1,1,Y
믹스,믹스,White,2022.01,0.9,2.7,http://www.animal.go.kr/files/shelter/2022/11/202212071412837.jpg,Y,M,N,"귀여움주의!아기 백구, 5남매 입소",경기도 용인시,0,0,3,0,1,Y
믹스,믹스,Brown,2021.01,0.6,1.5,http://www.animal.go.kr/files/shelter/2021/08/202108220108980.jpg,Y,M,N,이쁘게생김,전라북도 익산시,0,0,2,0,1,Y
웰시코기펨브로크,웰시코기펨브로크,"Brown, White",2017.01,5.4,8.0,http://www.animal.go.kr/files/shelter/2022/05/202206081606480.jpg,Y,F,U,"노란바탕 초록테두리 목걸이, 코검정, 사람따름, 꼬리단미됨, 털때탐",경기도 양주시,1,5,8,1,2,Y
시바,시바,Brown,2019.01,3.6,9.0,http://www.animal.go.kr/files/shelter/2022/08/202208242208866.jpg,Y,M,N,"목라인에서 배쪽으로 흰색, 꼬리말림",강원도 원주시,1,3,9,0,1,Y
믹스,믹스,Black,2012.01,9.7,7.4,http://www.animal.go.kr/files/shelter/2021/09/202110061410668[1].jpg,Y,M,N,순하고 사람 잘 따름,경기도 안성시,0,9,7,0,1,Y
치와와,치와와,Brown,2019.01,4.8,4.0,http://www.animal.go.kr/files/shelter/2023/07/202310231610102[1].jpg,Y,M,Y,"순함, 코골이",전라북도 전주시,1,4,4,0,0,Y
믹스,믹스,Brown,2023.01,0.5,8.4,http://www.animal.go.kr/files/shelter/2023/05/202307011007498.jpg,Y,M,N,,제주특별자치도 제주시,0,0,8,0,1,Y
믹스,믹스,Brown,2022.01,0.5,0.96,http://www.animal.go.kr/files/shelter/2022/07/202207151107365.jpg,Y,F,U,"기력저하, 갈색",부산광역시 해운대구,0,0,1,1,2,Y
말티즈,말티즈,White,2018.01,4.5,4.2,http://www.animal.go.kr/files/shelter/2022/07/202207181907955.jpg,Y,M,N,노란하네스 착용 순함,경기도 파주시,1,4,4,0,1,Y
포메라니안,포메라니안,Beige,2017.01,4.7,4.0,http://www.animal.go.kr/files/shelter/2021/09/202109240909412.jpg,Y,F,N,온순,부산광역시 연제구,1,4,4,1,1,Y
믹스,믹스,Beige,2022.01,0.0,1.5,http://www.animal.go.kr/files/shelter/2021/12/20220106110184.jpg,Y,M,N,"청순 아련해 보이는 순딩이 왕자, 모견-자견6과 함께 입소",경상북도 경주시,0,0,2,0,1,Y
믹스,믹스,"Beige, Spotted, White",2015.01,6.5,7.7,http://www.animal.go.kr/files/shelter/2021/05/202106241206476.png,Y,M,U,"상습탈출견, 활발, 예민입질410160010318119",인천광역시 부평구,0,6,8,0,2,Y
보더콜리,보더콜리,"Black, White",2020.01,2.9,25.0,http://www.animal.go.kr/files/shelter/2022/11/202212130912394.jpg,Y,M,U,흰색검정,전라남도 완도군,1,2,25,0,2,Y
믹스,믹스,"Beige, White",2018.01,4.0,10.0,http://www.animal.go.kr/files/shelter/2021/12/202112151412640.jpg,Y,F,N,"온순함, 입소전 검사 없음, 종합백신, 광견병 접종",전라남도 여수시,0,4,10,1,1,Y
믹스,믹스,"Black, White",2017.01,5.0,18.0,http://www.animal.go.kr/files/shelter/2021/12/202201071201514.jpg,Y,F,U,"양귀쫑긋, 코검정, 겁있음, 사람좋아함, 얌전, 꼬리단미안됨, 털때탐",경기도 양주시,0,5,18,1,2,Y
푸들,푸들,White,2021.01,0.6,3.48,http://www.animal.go.kr/files/shelter/2021/07/202107271807838.jpg,Y,F,U,,인천광역시 강화군,1,0,3,1,2,Y
말티즈,말티즈,White,2011.01,11.4,3.0,http://www.animal.go.kr/files/shelter/2022/05/202206021306515.jpg,Y,M,U,주인반환,인천광역시 계양구,1,11,3,0,2,Y
믹스,믹스,Brown,2022.01,0.4,6.0,http://www.animal.go.kr/files/shelter/2022/04/20220518150541.jpg,Y,F,U,"남색분홍색목걸이, 양귀쫑긋, 오른송곳니 부러진듯, 사람좋아함, 얌전함, 꼬리단미안됨, 털상태",경기도 양주시,0,0,6,1,2,Y
믹스,믹스,White,2020.01,2.1,15.0,http://www.animal.go.kr/files/shelter/2022/02/202202221102655.jpg,Y,M,N,발견 당시 목줄 없으며 목줄 착용한 흔적있음,충청남도 청양군,0,2,15,0,1,Y
믹스,믹스,Beige,2021.01,0.1,1.0,http://www.animal.go.kr/files/shelter/2021/01/202102151902130.jpg,Y,F,N,새끼2마리같이 구조,경상북도 성주군,0,0,1,1,1,Y
믹스,믹스,White,2023.01,0.0,2.76,http://www.animal.go.kr/files/shelter/2022/12/202301031701671.jpg,Y,F,N,"3개워, 종합백신접종, 코로나장염접종, 광견병백신접종, 데피닛, 스팟라인, 구충제 경구투여",전라남도 순천시,0,0,3,1,1,Y
말티즈,말티즈,White,2011.01,11.8,2.0,http://www.animal.go.kr/files/shelter/2022/10/202210301610104.jpg,Y,M,Y,임시보호중,전라남도 광양시,1,11,2,0,0,Y
푸들,푸들,Brown,2020.01,2.2,5.0,http://www.animal.go.kr/files/shelter/2022/03/202203061303896.jpg,Y,M,U,"미용을 한지 얼마 안되, 사람 잘따르고 순함",경기도 양평군,1,2,5,0,2,Y
믹스,믹스,Brown,2017.01,4.5,28.0,http://www.animal.go.kr/files/shelter/2021/07/202107151407244.jpg,Y,F,N,심장사상충양성,충청북도 제천시,0,4,28,1,1,Y
포메라니안,포메라니안,Brown,2010.01,11.5,3.0,http://www.animal.go.kr/files/shelter/2021/06/202107011707250.jpg,Y,F,U,쿠봉,광주광역시 북구,1,11,3,1,2,Y
믹스,믹스,White,2018.01,3.0,15.0,http://www.animal.go.kr/files/shelter/2020/11/202012161612700.jpg,Y,M,N,최근 유기 된듯함 친숙함,경상남도 창녕군,0,3,15,0,1,Y
믹스,믹스,"Black, Brown, White",2019.01,2.8,10.1,http://www.animal.go.kr/files/shelter/2021/10/202110181710554[1].jpg,Y,M,Y,"아직 겁이 많으나 산책도 잘하고 사람에 대해 크게 거부감X, 동네에서 구월이라 부름:중성화시킴",경상남도 창원시,0,2,10,0,0,Y
믹스,믹스,White,2023.01,0.8,1.5,http://www.animal.go.kr/files/shelter/2023/07/202311041111768.jpg,Y,M,N,상습유기지역에3마리유기 작고귀여운말티즈닮아이,경상북도 칠곡군,0,0,2,0,1,Y
믹스,믹스,"Black, Brown, White",2021.01,0.5,1.5,http://www.animal.go.kr/files/shelter/2021/06/202106251206124.jpg,Y,M,N,어미와 동배 7마리,경상남도 진주시,0,0,2,0,1,Y
시베리안허스키,시베리안허스키,"Black, White",2020.01,1.3,15.0,http://www.animal.go.kr/files/shelter/2021/05/202105101305100.jpg,Y,F,N,"목줄 착용, 온순함",경상남도 남해군,1,1,15,1,1,Y
믹스,믹스,"Black, White",2019.01,2.7,7.0,http://www.animal.go.kr/files/shelter/2021/08/20210830190830.jpg,Y,F,U,,경기도 고양시,0,2,7,1,2,Y
믹스,믹스,"Black, Brown",2021.01,2.1,12.0,http://www.animal.go.kr/files/shelter/2023/01/202302220202292.jpg,Y,M,N,"파란목줄착용, 사상충음성",충청북도 충주시,0,2,12,0,1,Y
믹스,믹스,Black,2022.01,0.7,0.16,http://www.animal.go.kr/files/shelter/2022/09/202209190909468[1].jpg,Y,M,N,"한 배 새끼로, 눈도 안뜬 상태",대구광역시 군위군,0,0,0,0,1,Y
닥스훈트,닥스훈트,"Black, Brown",2014.01,8.7,8.4,http://www.animal.go.kr/files/shelter/2022/09/202209221509479.png,Y,M,Y,"깨끗함, 중성화, 이찜",경상북도 김천시,1,8,8,0,0,Y
요크셔테리어,요크셔테리어,"Brown, White",2021.01,0.4,3.0,http://www.animal.go.kr/files/shelter/2021/06/20210609110690.jpg,Y,F,N,새끼강아지와 함께 발견,전라북도 순창군,1,0,3,1,1,Y
믹스,믹스,Black,2021.01,0.4,5.0,http://www.animal.go.kr/files/shelter/2021/05/202105171505422.jpg,Y,M,N,검정색가죽목걸이,서울특별시 동작구,0,0,5,0,1,Y
믹스,믹스,White,2019.01,2.9,12.0,http://www.animal.go.kr/files/shelter/2021/11/202111121611415.jpg,Y,F,N,모견1두자견5두 포획됨모견,충청남도 아산시,0,2,12,1,1,Y
믹스,믹스,Beige,2022.01,0.4,2.0,http://www.animal.go.kr/files/shelter/2022/04/202205272205778.jpg,Y,F,N,사람을 좋아함,전라북도 고창군,0,0,2,1,1,Y
믹스,믹스,White,2023.01,0.0,1.3,http://www.animal.go.kr/files/shelter/2022/12/202301111701463.jpg,Y,F,N,강아지,전라북도 완주군,0,0,1,1,1,Y
믹스,믹스,Beige,2021.01,1.9,7.0,http://www.animal.go.kr/files/shelter/2022/11/202211281511823.jpg,Y,Q,U,사람을 좋아함,강원도 인제군,0,1,7,2,2,Y
믹스,믹스,White,2022.01,1.0,2.0,http://www.animal.go.kr/files/shelter/2022/12/202212201512184.jpg,Y,M,N,집에 개가 새끼를 낳고 도망갔다는 신고로 구조,전라남도 영광군,0,1,2,0,1,Y
믹스,믹스,"Brown, White",2022.01,0.5,3.0,http://www.animal.go.kr/files/shelter/2022/04/202207041707316.jpg,Y,M,N,"입양전제 임시보호중, 온순함",경상남도 함안군,0,0,3,0,1,Y
