견종,세부견종,색상,출생연도,나이,체중,썸네일,입양여부,성별,중성화 여부,특징,보호장소,final_견종,final_나이,final_체중,final_성별,final_중성화 여부,final_입양여부
믹스,믹스,"Black, Brown",2021.01,0.2,4.0,http://www.animal.go.kr/files/shelter/2021/03/202103171703961.jpg,N,M,N,감기증세,대구광역시 동구,0,0.2,4.0,0,1,N
믹스,믹스,White,2022.01,0.9,2.0,http://www.animal.go.kr/files/shelter/2022/11/202212082112776.jpg,N,F,N,최근 유기 된듯함,경상남도 창녕군,0,0.9,2.0,1,1,N
믹스,믹스,"Brown, White",2022.01,0.9,1.88,http://www.animal.go.kr/files/shelter/2022/11/202211231011270.jpg,N,M,N,"인근 농막에서 구조, 감기기운 있음",경상북도 경산시,0,0.9,1.9,0,1,N
믹스,믹스,"Black, Spotted",2015.01,7.8,5.0,http://www.animal.go.kr/files/shelter/2022/10/202210311710496.jpg,N,F,N,귀엽고 순함,강원도 고성군,0,7.8,5.0,1,1,N
믹스,믹스,White,2019.01,3.5,18.0,http://www.animal.go.kr/files/shelter/2022/06/202206231806989.jpg,N,F,N,강변장어 옆에 분만하여 생활함,전라남도 나주시,0,3.5,18.0,1,1,N
믹스,믹스,Brown,2022.01,0.7,1.5,http://www.animal.go.kr/files/shelter/2022/09/202209271009138.jpg,N,M,N,"박스 유기, 감기증세",대구광역시 동구,0,0.7,1.5,0,1,N
믹스,믹스,"Black, White",2023.01,0.5,9.0,http://www.animal.go.kr/files/shelter/2023/05/202307032307749.jpg,N,F,N,"빨간목테, 뒷다리골절후아문흔적",경상북도 김천시,0,0.5,9.0,1,1,N
믹스,믹스,Brown,2021.01,0.3,7.0,http://www.animal.go.kr/files/shelter/2021/04/202104151304299.jpg,N,M,N,,제주특별자치도 제주시,0,0.3,7.0,0,1,N
믹스,믹스,Black,2021.01,0.0,2.7,http://www.animal.go.kr/files/shelter/2021/01/20210105110135.jpg,N,M,N,,제주특별자치도 제주시,0,0.0,2.7,0,1,N
믹스,믹스,"Black, Brown, White",2021.01,0.3,3.88,http://www.animal.go.kr/files/shelter/2021/04/202104232004327.jpg,N,F,N,,인천광역시 강화군,0,0.3,3.9,1,1,N
믹스,믹스,White,2021.01,0.9,1.5,http://www.animal.go.kr/files/shelter/2021/11/202111131111240.jpg,N,M,N,어미와함께입소,경기도 안산시,0,0.9,1.5,0,1,N
믹스,믹스,Brown,2022.01,0.0,4.0,http://www.animal.go.kr/files/shelter/2022/01/20220113170184.jpg,N,M,N,,제주특별자치도 제주시,0,0.0,4.0,0,1,N
믹스,믹스,Brown,2022.01,1.2,3.0,http://www.animal.go.kr/files/shelter/2023/01/20230309180379.jpg,N,F,N,콘테이너아래서 구조 승리농장,전라남도 나주시,0,1.2,3.0,1,1,N
믹스,믹스,"Brown, Gray",2021.01,0.9,2.0,http://www.animal.go.kr/files/shelter/2021/11/202111081111774.jpg,N,M,N,매우온순함,경기도 여주시,0,0.9,2.0,0,1,N
믹스,믹스,Black,2020.01,3.4,5.0,http://www.animal.go.kr/files/shelter/2023/05/202306121106999[2].jpg,N,F,N,마을배회,경상남도 합천군,0,3.4,5.0,1,1,N
믹스,믹스,"Black, Brown, White",2021.01,0.0,2.6,http://www.animal.go.kr/files/shelter/2021/01/202101121401951.jpg,N,M,N,"양귀반접힘, 온순함, 얌전함",경기도 양주시,0,0.0,2.6,0,1,N
믹스,믹스,"Beige, White",2023.01,0.3,3.0,http://www.animal.go.kr/files/shelter/2023/04/202304191004983.jpg,N,M,N,경계심이 조금 있으며 순한 흰색갈색의 개,전라북도 장수군,0,0.3,3.0,0,1,N
슈나우져,슈나우져,Gray,2011.01,11.7,5.0,http://www.animal.go.kr/files/shelter/2022/09/202209230909660.jpg,N,M,N,노환으로 인한 예후불량,경기도 양평군,1,11.7,5.0,0,1,N
믹스,믹스,White,2022.01,0.3,3.76,http://www.animal.go.kr/files/shelter/2022/04/20220512140560.jpg,N,F,Y,"겁이 많음, 3, 76kg, 종합백신접종03, 31, CDV, CCV, CPV음성03, 31",충청남도 논산시,0,0.3,3.8,1,0,N
믹스,믹스,White,2023.01,0.2,1.1,http://www.animal.go.kr/files/shelter/2023/03/20230314160331[1].jpg,N,M,N,매우 어린 개체,충청북도 단양군,0,0.2,1.1,0,1,N
믹스,믹스,Black,2021.01,0.1,2.0,http://www.animal.go.kr/files/shelter/2021/01/202101261301838.jpg,N,F,N,일,제주특별자치도 제주시,0,0.1,2.0,1,1,N
믹스,믹스,"Brown, White",2016.01,5.8,1.0,http://www.animal.go.kr/files/shelter/2021/10/202110061410932.jpg,N,F,N,없음,충청남도 금산군,0,5.8,1.0,1,1,N
믹스,믹스,White,2020.01,3.0,8.2,http://www.animal.go.kr/files/shelter/2022/12/202301091501525.jpg,N,M,N,경계심 강함,경기도 안성시,0,3.0,8.2,0,1,N
믹스,믹스,Black,2019.01,2.1,8.0,http://www.animal.go.kr/files/shelter/2021/01/202102101802217.jpg,N,M,N,겁이 많음,전라남도 나주시,0,2.1,8.0,0,1,N
믹스,믹스,Brown,2023.01,0.2,3.0,http://www.animal.go.kr/files/shelter/2023/01/202303061103364.jpg,N,F,N,들개새끼,경기도 부천시,0,0.2,3.0,1,1,N
믹스,믹스,Black,2021.01,2.1,8.4,http://www.animal.go.kr/files/shelter/2023/01/202302090902678.jpg,N,M,N,주인님을 잃어버렸어요 어디계신가요,경상남도 하동군,0,2.1,8.4,0,1,N
믹스,믹스,"Brown, White",2020.01,3.7,14.0,http://www.animal.go.kr/files/shelter/2023/07/202309181509544.jpg,N,M,N,"귀쫑긋, 갈색, 눈물자국, 코팥죽색, 겁많음, 만지는거 불가, 꼬리단미안됨, 털상태",경기도 양주시,0,3.7,14.0,0,1,N
믹스,믹스,White,2021.01,1.0,1.7,http://www.animal.go.kr/files/shelter/2021/12/202112161112626.jpg,N,F,N,,제주특별자치도 제주시,0,1.0,1.7,1,1,N
믹스,믹스,Ivory,2023.01,0.0,0.8,http://www.animal.go.kr/files/shelter/2022/12/202301031501380.jpg,N,F,N,"보호소에서 태어난 몽글몽글 쪼꼬미 형제, 공고번호 1022의 자견, 소중한 공주님!",경상북도 경주시,0,0.0,0.8,1,1,N
진도,진도,White,2022.01,0.6,10.5,http://www.animal.go.kr/files/shelter/2022/08/202208221308613.jpg,N,M,N,"진돔기스, 약간 경계심, 검정색 가죽목테 착용",울산광역시 울주군,1,0.6,10.5,0,1,N
믹스,믹스,Brown,2019.01,3.5,10.6,http://www.animal.go.kr/files/shelter/2022/04/202206230906311.jpg,N,M,N,사람을 피함,경상남도 하동군,0,3.5,10.6,0,1,N
믹스,믹스,White,2022.01,0.5,2.0,http://www.animal.go.kr/files/shelter/2022/04/202206211606278.jpg,N,M,N,온순함,전라남도 담양군,0,0.5,2.0,0,1,N
미니어쳐핀셔,미니어쳐핀셔,Blacktan,2019.01,3.3,5.0,http://www.animal.go.kr/files/shelter/2022/04/202204112304855.jpg,N,M,Y,"피부병이 있고 중성화 수술을 한 아이, 온순",경상남도 밀양시,1,3.3,5.0,0,0,N
말티즈,말티즈,White,2016.01,7.5,3.3,http://www.animal.go.kr/files/shelter/2023/05/202307101707189.jpg,N,F,N,소심함,경기도 안성시,1,7.5,3.3,1,1,N
믹스,믹스,Brown,2021.01,0.4,1.0,http://www.animal.go.kr/files/shelter/2021/05/202105311705284.jpg,N,M,N,유기견이 마당에 들어와 새끼를 낳아서 신고함,전라남도 영암군,0,0.4,1.0,0,1,N
믹스,믹스,White,2021.01,0.2,4.0,http://www.animal.go.kr/files/shelter/2021/03/202103191703596[1].jpg,N,M,N,,강원도 홍천군,0,0.2,4.0,0,1,N
믹스,믹스,"Brown, White",2020.01,2.3,15.0,http://www.animal.go.kr/files/shelter/2022/04/202204051704209.jpg,N,F,N,순함,경상남도 진주시,0,2.3,15.0,1,1,N
믹스,믹스,White,2022.01,0.9,2.2,http://www.animal.go.kr/files/shelter/2022/11/202212051212289.jpg,N,M,N,"귀접힘, 눈곱, 눈물자국, 코검정, 사람잘따름, 꼬리단미안됨, 털때탐",경기도 양주시,0,0.9,2.2,0,1,N
믹스,믹스,"Black, Brown, White",2022.01,1.0,1.4,http://www.animal.go.kr/files/shelter/2022/12/202212201412198[1].jpg,N,M,N,"귀접힘, 코검정, 주둥이, 귀끝 검색, 배부근 하얀색, 사람잘따름, 꼬리단미안됨, 털상태",경기도 양주시,0,1.0,1.4,0,1,N
믹스,믹스,White,2021.01,1.6,16.1,http://www.animal.go.kr/files/shelter/2022/08/202208161608665.jpg,N,M,N,"회색목줄색바랜 회색리드줄, 양귀처짐, 코검정, 겁있음, 경계함, 꼬리단미안됨, 털때탐",경기도 양주시,0,1.6,16.1,0,1,N
믹스,믹스,White,2021.01,0.4,3.0,http://www.animal.go.kr/files/shelter/2021/05/202106082206696.jpg,N,M,N,보호자 현재 없음,경상남도 창녕군,0,0.4,3.0,0,1,N
믹스,믹스,White,2017.01,5.7,18.0,http://www.animal.go.kr/files/shelter/2022/09/202209301309866.jpg,N,F,N,"온순함, 임신중, 광견병 접종",전라남도 담양군,0,5.7,18.0,1,1,N
믹스,믹스,"Gray, White",2013.01,8.7,10.0,http://www.animal.go.kr/files/shelter/2021/09/202109301609882.jpg,N,M,Y,심사충 증상 급격히 악화로 안락사 결정,경기도 오산시,0,8.7,10.0,0,0,N
믹스,믹스,White,2022.01,0.1,1.4,http://www.animal.go.kr/files/shelter/2022/01/202201271601788.jpg,N,F,N,,인천광역시 강화군,0,0.1,1.4,1,1,N
믹스,믹스,White,2021.01,0.2,7.8,http://www.animal.go.kr/files/shelter/2020/11/202102260902446.jpg,N,M,N,,제주특별자치도 제주시,0,0.2,7.8,0,1,N
믹스,믹스,Black,2021.01,0.9,2.5,http://www.animal.go.kr/files/shelter/2021/11/20211122141121.jpg,N,M,N,,경기도 평택시,0,0.9,2.5,0,1,N
믹스,믹스,"Brown, White",2020.01,1.5,8.0,http://www.animal.go.kr/files/shelter/2021/06/202106251506897.jpg,N,F,N,소심하나 사람 잘따름,경기도 안성시,0,1.5,8.0,1,1,N
믹스,믹스,Black,2020.01,2.6,7.0,http://www.animal.go.kr/files/shelter/2022/07/202208012008254.jpg,N,M,N,영양실조,강원도 태백시,0,2.6,7.0,0,1,N
믹스,믹스,"Beige, White",2018.01,3.8,22.0,http://www.animal.go.kr/files/shelter/2021/10/202110121910775.jpg,N,M,N,"코검정, 겁많고소심함, 얼굴을자꾸숨김, 얼굴을돌리려고하면이빨드러냄, 나이불가, 꼬리단미안됨, 털때탐",경기도 양주시,0,3.8,22.0,0,1,N
믹스,믹스,"Black, Brown, White",2023.01,0.0,1.5,http://www.animal.go.kr/files/shelter/2022/12/202301051501968.jpg,N,M,N,"귀접힘, 코검정, 꼬리끝검정, 꼬리단미안됨, 털상태",경기도 양주시,0,0.0,1.5,0,1,N
말티즈,말티즈,White,2016.01,7.7,7.5,http://www.animal.go.kr/files/shelter/2023/07/202309081109732.jpg,N,M,Y,치석있음,경기도 수원시,1,7.7,7.5,0,0,N
믹스,믹스,White,2016.01,7.3,26.0,http://www.animal.go.kr/files/shelter/2023/04/202304102104677.jpg,N,F,N,송월동주변 매일 출몰 포획구조,전라남도 나주시,0,7.3,26.0,1,1,N
믹스,믹스,White,2022.01,0.7,6.0,http://www.animal.go.kr/files/shelter/2022/09/202210131110878.png,N,M,N,"아직 어려서 산만한 편, 꽤 귀여움, 오두방정",경기도 시흥시,0,0.7,6.0,0,1,N
믹스,믹스,Brown,2021.01,1.4,13.0,http://www.animal.go.kr/files/shelter/2022/05/202206021706244.jpg,N,M,N,사람을 아주 잘 따르고 사랑스러우며 순함,경기도 평택시,0,1.4,13.0,0,1,N
믹스,믹스,"Black, Brown",2021.01,1.0,14.5,http://www.animal.go.kr/files/shelter/2022/01/202201190901664.jpg,N,M,N,경계심,제주특별자치도 제주시,0,1.0,14.5,0,1,N
믹스,믹스,"Beige, Black",2021.01,1.2,4.6,http://www.animal.go.kr/files/shelter/2022/02/202203021703137[1].jpg,N,M,N,활발하고 온순하며 사람을 잘 따름,전라남도 담양군,0,1.2,4.6,0,1,N
라브라도리트리버,라브라도리트리버,Brown,2009.01,12.2,25.0,http://www.animal.go.kr/files/shelter/2021/03/202103141803789.jpg,N,F,N,유선종양,경기도 안성시,1,12.2,25.0,1,1,N
믹스,믹스,White,2021.01,0.5,7.02,http://www.animal.go.kr/files/shelter/2021/06/202106291806219.jpg,N,M,N,"종합백신접종, 코로나접종, 광견병접종, 데피닛, 스팟라인",전라남도 순천시,0,0.5,7.0,0,1,N
믹스,믹스,White,2019.01,2.5,15.0,http://www.animal.go.kr/files/shelter/2021/05/202106150906120[1].jpg,N,M,N,겁이 많아 경계를 보이지만 순한아이,경기도 화성시,0,2.5,15.0,0,1,N
믹스,믹스,Brown,2023.01,0.7,3.0,http://www.animal.go.kr/files/shelter/2023/07/202309121709629.jpg,N,F,N,장항읍 동네 배회로 신고된 갈색 암컷 단모견,충청남도 서천군,0,0.7,3.0,1,1,N
믹스,믹스,White,2022.01,0.6,3.0,http://www.animal.go.kr/files/shelter/2022/07/202208091108695.jpg,N,F,N,특이사항 없음,강원도 평창군,0,0.6,3.0,1,1,N
믹스,믹스,White,2021.01,0.1,2.0,http://www.animal.go.kr/files/shelter/2020/11/202102230902450.jpg,N,F,N,사람에 대한 관계가 다소 소심하다,전라남도 영암군,0,0.1,2.0,1,1,N
믹스,믹스,White,2021.01,0.7,4.2,http://www.animal.go.kr/files/shelter/2021/09/202109281409878.jpg,N,M,N,,제주특별자치도 제주시,0,0.7,4.2,0,1,N
믹스,믹스,White,2021.01,1.0,15.0,http://www.animal.go.kr/files/shelter/2021/12/202201070001603.jpg,N,F,N,덫에 걸려 있었고 피부상태가 좋지 않음,전라북도 완주군,0,1.0,15.0,1,1,N
알수없음,알수없음,"Beige, White",2019.01,2.6,6.0,http://www.animal.go.kr/files/shelter/2021/07/202107261307127.jpg,N,F,N,순함,대구광역시 군위군,1,2.6,6.0,1,1,N
믹스,믹스,Beige,2019.01,2.4,16.0,http://www.animal.go.kr/files/shelter/2021/05/202105241805961.jpg,N,M,N,"황룡강변 전신주에 묶어 고의 유기, 빨간색 목줄착용, 반려동물 유기는 범죄입니다",전라남도 장성군,0,2.4,16.0,0,1,N
믹스,믹스,White,2020.01,2.0,6.0,http://www.animal.go.kr/files/shelter/2022/01/202201182101929.jpg,N,F,N,"경계심 강한아이, 친해질 시간 필요",경상남도 밀양시,0,2.0,6.0,1,1,N
믹스,믹스,Beige,2018.01,5.3,6.0,http://www.animal.go.kr/files/shelter/2023/05/20230608110663.jpg,N,M,N,"착용한거없음, 순한데 겁이 있어서 움찔거림, 귀엽게 생김",경상남도 창원시,0,5.3,6.0,0,1,N
믹스,믹스,White,2023.01,0.4,3.0,http://www.animal.go.kr/files/shelter/2023/05/202305092005215.jpg,N,F,N,,전라남도 나주시,0,0.4,3.0,1,1,N
믹스,믹스,Beige,2022.01,0.7,1.0,http://www.animal.go.kr/files/shelter/2022/09/20220916150926.png,N,M,N,사람과 매우 친화적이다,전라남도 영암군,0,0.7,1.0,0,1,N
믹스,믹스,"Brown, Gray, Ivory",2023.01,0.5,2.3,http://www.animal.go.kr/files/shelter/2023/05/20230622170662.jpg,N,M,N,겁이 다소있음,경기도 여주시,0,0.5,2.3,0,1,N
믹스,믹스,White,2023.01,0.8,0.3,http://www.animal.go.kr/files/shelter/2023/07/202311071611450.jpg,N,F,N,,인천광역시 서구,0,0.8,0.3,1,1,N
믹스,믹스,"Black, White",2021.01,0.4,1.2,http://www.animal.go.kr/files/shelter/2021/05/202105181405863.jpg,N,F,N,순하게생긴외모에그렇지못한장난기한쪽눈의검털이포인트사람을좋아하고경계심이없음,경상북도 구미시,0,0.4,1.2,1,1,N
믹스,믹스,White,2023.01,0.6,1.7,http://www.animal.go.kr/files/shelter/2023/05/202307241007991.jpg,N,F,N,,제주특별자치도 제주시,0,0.6,1.7,1,1,N
믹스,믹스,Brown,2023.01,0.0,2.0,http://www.animal.go.kr/files/shelter/2023/01/202301171901806.jpg,N,M,N,"엄마와 헤어진 아가들, 새끼들이 너무 많이 입소하고 있어요, 아직 너무 어려요, 가족이 되어주세요",전라남도 장성군,0,0.0,2.0,0,1,N
믹스,믹스,White,2021.01,0.7,2.8,http://www.animal.go.kr/files/shelter/2021/09/202109281409671.jpg,N,F,N,,제주특별자치도 제주시,0,0.7,2.8,1,1,N
믹스,믹스,Black,2023.01,0.4,3.0,http://www.animal.go.kr/files/shelter/2023/05/202305221405363.jpg,N,M,N,순하고 귀여움,강원도 고성군,0,0.4,3.0,0,1,N
믹스,믹스,Brown,2023.01,0.6,2.1,http://www.animal.go.kr/files/shelter/2023/07/202308230908802.jpg,N,M,N,,제주특별자치도 제주시,0,0.6,2.1,0,1,N
믹스,믹스,White,2021.01,0.7,3.0,http://www.animal.go.kr/files/shelter/2021/08/202108281908916.jpg,N,M,N,귀여움,경상남도 창녕군,0,0.7,3.0,0,1,N
믹스,믹스,"Ivory, White",2023.01,0.7,2.9,http://www.animal.go.kr/files/shelter/2023/07/202309261509954.jpg,N,M,N,"청색줄무늬에 방울 달린 붉색 목태착용, 인근 야산 도로변에서 유기한것으로",경상북도 경산시,0,0.7,2.9,0,1,N
믹스,믹스,White,2020.01,3.1,10.0,http://www.animal.go.kr/files/shelter/2023/01/20230125100183.jpg,N,M,N,초록 목줄,대구광역시 동구,0,3.1,10.0,0,1,N
믹스,믹스,Black,2017.01,4.1,13.0,http://www.animal.go.kr/files/shelter/2020/11/202102041602757.jpg,N,M,N,사나움,경기도 평택시,0,4.1,13.0,0,1,N
믹스,믹스,Ivory,2021.01,0.1,1.5,http://www.animal.go.kr/files/shelter/2020/11/202102022302670.jpg,N,F,N,어린강아지임,경기도 남양주시,0,0.1,1.5,1,1,N
푸들,푸들,Black,2017.01,4.4,5.5,http://www.animal.go.kr/files/shelter/2021/05/202105131205453.jpg,N,M,N,"미용, 약간 경계심",울산광역시 울주군,1,4.4,5.5,0,1,N
믹스,믹스,Beige,2021.01,0.9,2.5,http://www.animal.go.kr/files/shelter/2021/11/202111161611683.jpg,N,M,N,"강아지, 4마리 함께 구조, 다른 형제들에 비해 활발함",충청남도 천안시,0,0.9,2.5,0,1,N
믹스,믹스,White,2022.01,1.3,3.0,http://www.animal.go.kr/files/shelter/2023/03/202304031704460[1].jpg,N,F,N,,전라남도 나주시,0,1.3,3.0,1,1,N
믹스,믹스,Brown,2023.01,0.7,2.0,http://www.animal.go.kr/files/shelter/2023/07/202308281108539.png,N,F,N,사람에 대하여 경계심이 높음,전라남도 영암군,0,0.7,2.0,1,1,N
믹스,믹스,White,2018.01,3.0,15.0,http://www.animal.go.kr/files/shelter/2020/11/202012222312956.jpg,N,M,N,사나움,경상남도 밀양시,0,3.0,15.0,0,1,N
믹스,믹스,Brown,2020.01,1.7,7.0,http://www.animal.go.kr/files/shelter/2021/09/202109242109996.jpg,N,F,N,사람이 낮설어 친해질 시간이 필요한 아이,경상남도 밀양시,0,1.7,7.0,1,1,N
믹스,믹스,Brown,2023.01,0.6,0.2,http://www.animal.go.kr/files/shelter/2023/07/202307290907915.jpg,N,F,N,차,제주특별자치도 제주시,0,0.6,0.2,1,1,N
믹스,믹스,Brown,2021.01,0.8,3.0,http://www.animal.go.kr/files/shelter/2021/10/202110181410273.jpg,N,F,N,이마부분 무늬가 큰특징이다,경기도 화성시,0,0.8,3.0,1,1,N
믹스,믹스,White,2021.01,0.7,0.6,http://www.animal.go.kr/files/shelter/2021/09/202109151309871.jpg,N,F,N,,강원도 속초시,0,0.7,0.6,1,1,N
믹스,믹스,Beige,2022.01,0.8,3.5,http://www.animal.go.kr/files/shelter/2022/09/202210171310153[1].jpg,N,F,N,순하고 사람을 잘 따름,경기도 평택시,0,0.8,3.5,1,1,N
믹스,믹스,Black,2021.01,1.6,13.0,http://www.animal.go.kr/files/shelter/2022/07/202207260807292.jpg,N,F,N,,제주특별자치도 제주시,0,1.6,13.0,1,1,N
믹스,믹스,White,2021.01,2.5,13.72,http://www.animal.go.kr/files/shelter/2023/05/202306281506776.jpg,N,M,N,파란 목줄 사람 친화적,경상북도 상주시,0,2.5,13.7,0,1,N
믹스,믹스,"Brown, White",2021.01,0.7,1.0,http://www.animal.go.kr/files/shelter/2021/09/20210930210933.jpg,N,F,N,피부질병,전라북도 전주시,0,0.7,1.0,1,1,N
믹스,믹스,"Black, Brown",2019.01,4.0,8.0,http://www.animal.go.kr/files/shelter/2022/12/202301160901165.png,N,F,N,교통사고로 후지마비,강원도 영월군,0,4.0,8.0,1,1,N
믹스,믹스,White,2022.01,1.3,16.0,http://www.animal.go.kr/files/shelter/2023/04/202304281604855[1].jpg,N,M,N,"심장사상충검사음성, 척추손상, 장기파열, 복막염진단",충청남도 공주시,0,1.3,16.0,0,1,N
믹스,믹스,Black,2022.01,1.0,3.4,http://www.animal.go.kr/files/shelter/2022/12/202212160912507.jpg,N,F,N,,제주특별자치도 제주시,0,1.0,3.4,1,1,N
믹스,믹스,"Brown, White",2022.01,0.8,3.0,http://www.animal.go.kr/files/shelter/2022/10/202210251710721.jpg,N,M,N,1712호관리 새끼 3-1,충청남도 아산시,0,0.8,3.0,0,1,N
라브라도리트리버,라브라도리트리버,White,2021.01,0.7,3.0,http://www.animal.go.kr/files/shelter/2021/09/202109081209115.jpg,N,F,N,"순함, 어미와함께입소",경기도 안산시,1,0.7,3.0,1,1,N
